"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","first_year","num_patents_all","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Stora Enso Oyj","Stora Enso Oyj","Stora Enso Oyj",14,"Home I Stora Enso",17,NA,"storaenso.com/",26,1,2,0,0,5,1252,1,0,0,1,25657,"FirmSize.LARGE_FIRM",0,2001,83,3,1.2289156626506,1.33333333333333,3.93975903614458,7
"Stratasys","Stratasys","Stratasys",9,"Stratasys - Official Site",25,NA,"stratasys.com/",25,1,1,0,0,5,1253,1,0,0,1,1440,"FirmSize.LARGE_FIRM",0,1992,228,1,1.00438596491228,1,2.75877192982456,5
"Strategic Solar Energy","Strategic Solar Energy","Strategic Solar Energy",22,"Home | PowerParasol",19,NA,"powerparasol.com/",25,1,0,0,0,5,1254,0,1,0,1,7,"FirmSize.MICRO_FIRM",1,2014,2,1,1,1,3,3
"Suganit Systems","Suganit Systems","Suganit Systems",15,"SuGanit Systems Inc",19,NA,"suganit.com/",19,1,2,0,0,5,1255,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,1977,6,1,1.5,2,3.66666666666667,4
"Sumco Corporation","Sumco","Sumco",5,"Sumco LLC - Home",16,NA,"sumco.com/",22,2,1,0,0,5,1256,1,1,0,2,7795,"FirmSize.LARGE_FIRM",0,1976,396,8,1.08080808080808,1.125,2.60606060606061,3
"Sumitomo Electric Device Innovations","Sumitomo Electric Device Innovations","Sumitomo Electric Device Innovations",36,"SUMITOMO ELECTRIC DEVICE INNOVATIONS, INC.",42,NA,"sedi.co.jp/?version=en",33,1,4,0,0,1,1257,1,0,0,1,1151,"FirmSize.LARGE_FIRM",0,2010,146,7,1.13013698630137,1,1.71917808219178,1
"Sumitomo Electric Industries","Sumitomo Electric Industries","Sumitomo Electric Industries",28,"Sumitomo Electric Industries - Official Site",44,NA,"global-sei.com/",22,1,3,0,0,5,1258,1,0,1,2,240309,"FirmSize.LARGE_FIRM",0,1976,6735,40,1.34758723088344,1.125,2.93170007423905,2.7
"Sumitomo Rubber Industries","Sumitomo Rubber Industries","Sumitomo Rubber Industries",26,"Sumitomo Rubber USA - Official Site",35,NA,"sumitomorubber-usa.com/",31,2,2,0,0,1,1259,1,0,1,2,36650,"FirmSize.LARGE_FIRM",0,1976,2522,4,1.0725614591594,1,1.92149088025377,1
"SUMITOMO WIRING SYSTEMS","SUMITOMO WIRING SYSTEMS","SUMITOMO WIRING SYSTEMS",23,"Sumitomo Wiring System, Ltd.",28,NA,"sws.co.jp/en/",25,1,2,0,0,5,1135,1,0,0,1,29574,"FirmSize.LARGE_FIRM",0,1987,3184,1,1.51162060301508,1,2.1608040201005,2
"Sun Chemical Corporation","Sun Chemical","Sun Chemical",12,"Sun Chemical - Official Site",28,NA,"sunchemical.com/",27,1,2,0,0,5,1260,1,1,1,3,19350,"FirmSize.LARGE_FIRM",0,1976,394,3,1.00507614213198,1,2.80456852791878,7.66666666666667
"Sun Drilling Products Corporation","Sun Drilling Products","Sun Drilling Products",21,"Drilling Fluid Additives - Sun Drilling Products Corporation",60,NA,"sundrilling.com/",27,1,3,0,0,5,1261,1,0,0,1,33,"FirmSize.SMALL_FIRM",1,1986,37,4,1,1,1.35135135135135,1
"Sun Synchrony","Sun Synchrony","Sun Synchrony",13,"Sun Synchrony: Home",19,NA,"sunsynchrony.com/",24,1,2,0,0,5,1262,0,1,0,1,16000,"FirmSize.LARGE_FIRM",0,2012,3,1,1,1,1,1
"Suncore Photovoltaics","Suncore Photovoltaics","Suncore Photovoltaics",21,"Suncore | Renewable Energy and Energy Efficiency Technologies",61,NA,"suncoreus.com/",21,1,1,0,0,5,1269,0,1,0,1,13,"FirmSize.SMALL_FIRM",1,2013,23,2,1,1,2.91304347826087,6
"SunCulture Solar Inc.","SunCulture Solar","SunCulture Solar",16,"SolPad - Official Site",22,NA,"solpad.com/",18,1,0,0,0,5,1263,0,1,0,1,57,"FirmSize.EU_MEDIUM_FIRM",1,2016,2,2,1,1,1,1
"Sundrop Fuels","Sundrop Fuels","Sundrop Fuels",13,"Sundrop Fuels, Inc",18,NA,"sundropfuels.com/",28,1,2,0,0,5,1270,0,1,0,1,24,"FirmSize.SMALL_FIRM",1,2013,14,2,1,1,4,2.5
"SunEdison","SunEdison","SunEdison",9,"SunEdison - Official Site",25,NA,"sunedison.com/",25,1,1,0,1,5,1264,0,1,0,1,7280,"FirmSize.LARGE_FIRM",0,2014,32,1,1,1,2.4375,4
"SunEdison Semiconductor Limited","SunEdison Semiconductor Limited","SunEdison Semiconductor Limited",31,"Home - GlobalWafers",19,NA,"gw-semi.com/",24,1,0,0,0,5,1265,1,0,0,1,4400,"FirmSize.LARGE_FIRM",0,2014,39,4,1.07692307692308,1.5,2.48717948717949,2.25
"Sungevity Inc.","Sungevity","Sungevity",9,"Sungevity - Official Site",25,NA,"sungevity.com/",25,1,1,0,0,5,1271,0,1,0,1,400,"FirmSize.US_MEDIUM_FIRM",1,2013,2,1,1,1,3,3
"Sunlight Photonics Inc.","Sunlight Photonics","Sunlight Photonics",18,"Sunlight Photonics",18,NA,"sunlightphotonics.com/",34,1,2,1,0,5,1272,0,1,0,1,6,"FirmSize.MICRO_FIRM",1,2010,33,3,1,1,2.93939393939394,2.66666666666667
"SunLink Corporation","SunLink","SunLink",7,"SunLink - Official Site",23,NA,"sunlink.com/",20,1,1,0,0,5,1266,0,1,0,1,84,"FirmSize.EU_MEDIUM_FIRM",1,2003,17,1,1,1,3.47058823529412,2
"SunPower Corporation","SunPower","SunPower",8,"SunPower - Official Site",24,NA,"us.sunpower.com/",24,1,1,0,0,5,1267,0,1,0,1,7306,"FirmSize.LARGE_FIRM",0,1992,399,85,1.03508771929825,1.04705882352941,2.96992481203007,3.16470588235294
"SunRun","SunRun","SunRun",6,"Sunrun Solar - Official Site",28,NA,"sunrun.com/",23,1,1,0,0,5,1268,0,1,0,1,2722,"FirmSize.LARGE_FIRM",0,2015,1,1,1,1,2,2
"Sunrun South LLC","Sunrun South","Sunrun South",12,"Sunrun Solar - Official Site",28,NA,"sunrun.com/",23,1,1,0,0,5,1273,0,1,0,1,2722,"FirmSize.LARGE_FIRM",0,2014,9,1,1,1,1.33333333333333,1
"SUNSALUTER","SUNSALUTER","SUNSALUTER",10,"SunSaluter",10,NA,"sunsaluter.org/",27,1,1,0,0,5,1136,0,1,0,1,4,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,1,1
"Supremex Inc.","Supremex","Supremex",8,"Envelopes, packaging, labels and specialty products | SupremeX",62,NA,"supremex.com/",25,1,1,1,0,5,1274,0,1,0,1,249,"FirmSize.EU_MEDIUM_FIRM",1,1993,4,1,1,1,1.75,3
"Surebeam Corporation","Surebeam","Surebeam",8,"SureBeam Middle East .:. Home",29,NA,"smebeam.com/",23,1,1,0,0,5,1275,0,1,0,1,130,"FirmSize.EU_MEDIUM_FIRM",1,1984,95,1,1.01052631578947,1,2.58947368421053,1
"Sustainable Technologies","Sustainable Technologies","Sustainable Technologies",24,"Sustainable Technologies - for a Sustainable Future",51,NA,"sustech.cc/wordpress/",28,2,2,0,0,1,1276,0,1,0,1,29,"FirmSize.SMALL_FIRM",1,2015,3,1,1,1,3.66666666666667,4
"Swagelok Company","Swagelok Company","Swagelok Company",16,"Swagelok - Official Site",24,NA,"swagelok.com/",25,1,1,0,0,5,1277,1,0,0,1,4800,"FirmSize.LARGE_FIRM",0,1978,141,1,1,1,3.52482269503546,3
"Sweetwater Energy","Sweetwater Energy","Sweetwater Energy",17,"Sweetwater Energy | Better Sugars. Better Results.",50,NA,"sweetwater.us/",21,1,2,0,0,5,1278,0,1,0,1,29,"FirmSize.SMALL_FIRM",1,2012,6,1,1,1,1.66666666666667,2
"Swift Engineering","Swift Engineering","Swift Engineering",17,"Swift Engineering - Official Site",33,NA,"swiftengineering.com/",29,1,2,0,0,5,1279,0,1,0,1,107,"FirmSize.EU_MEDIUM_FIRM",1,2005,4,1,1,1,3.5,1
"Symantec Corporation","Symantec","Symantec",8,"Symantec - Official Site",24,NA,"symantec.com/",25,1,1,0,0,5,1280,0,0,1,1,24923,"FirmSize.LARGE_FIRM",0,1989,2651,1,1.00377216144851,1,2.13428894756696,3
"Synaptic Research","Synaptic Research","Synaptic Research",17,"Please log in to Synaptic Research",34,NA,"research.synaptic.co.uk/",32,1,2,0,0,5,1281,0,1,0,1,1763,"FirmSize.LARGE_FIRM",0,2009,12,1,1.16666666666667,2,2.66666666666667,4
"Syngenta Participations AG","Syngenta Participations AG","Syngenta Participations AG",26,"Syngenta - Official Site",24,NA,"syngenta.com/",25,1,1,0,1,5,1282,0,0,1,1,27810,"FirmSize.LARGE_FIRM",0,2001,1036,6,1.03378378378378,1.33333333333333,2.49903474903475,3.33333333333333
"Synopsys","Synopsys","Synopsys",8,"Synopsys - Official Site",24,NA,"synopsys.com/",25,1,1,0,0,5,1283,1,0,0,1,8148,"FirmSize.LARGE_FIRM",0,1994,1513,3,1.02313284864508,1,2.63317911434237,2
"Synthetic Genomics","Synthetic Genomics","Synthetic Genomics",18,"Synthetic Genomics - Official Site",34,NA,"syntheticgenomics.com/",34,1,2,0,0,5,1284,0,1,1,2,169,"FirmSize.EU_MEDIUM_FIRM",1,2010,41,6,1,1,4,6.66666666666667
"Synthezyme","Synthezyme","Synthezyme",10,"SYNTHEZYME BIOSURFACTANT TECHNOLOGY",35,1,"",97,2,1,0,0,0,1285,0,0,1,1,3,"FirmSize.MICRO_FIRM",1,2013,7,1,1,1,2.71428571428571,2
"SYNTHOMER USA LLC","SYNTHOMER USA","SYNTHOMER USA",13,"Synthomer - Official Site",25,NA,"synthomer.com/",25,1,1,0,0,5,1137,1,0,0,1,2789,"FirmSize.LARGE_FIRM",0,2016,2,1,1,1,3.5,2
"Sysmex Corporation","Sysmex","Sysmex",6,"Sysmex Corporation",18,NA,"sysmex.com/Pages/default.aspx",41,1,1,0,0,1,1286,1,0,0,1,7409,"FirmSize.LARGE_FIRM",0,1976,1688,1,1.04028436018957,2,2.4324644549763,4
"System Biosciences","System Biosciences","System Biosciences",18,"System Biosciences - Official Site",34,NA,"systembio.com/",26,1,2,0,0,5,1287,0,0,1,1,35,"FirmSize.SMALL_FIRM",1,2015,2,1,1,1,2,1
"T.H.E.M.","THEM","THEM",4,"Them! (1954) - IMDb",19,1,"them.net/",37,1,1,0,0,2,1288,0,0,1,1,100,"FirmSize.EU_MEDIUM_FIRM",1,1977,136,1,1.01470588235294,1,2.31617647058824,1
"Taiwan Semiconductor Manufacturing Company","Taiwan Semiconductor Manufacturing Company","Taiwan Semiconductor Manufacturing Company",42,"Taiwan Semiconductor Manufacturing Company Limited",50,NA,"tsmc.com/english/default.htm",35,1,4,0,0,1,1305,1,1,1,3,46968,"FirmSize.LARGE_FIRM",0,1988,14570,158,1.00878517501716,1.01910828025478,3.50199039121483,3.64331210191083
"Taiyo Ink Mfg. Co.","Taiyo Ink Mfg Co","Taiyo Ink Mfg Co",16,"TAIYO INK MFG. CO., LTD.TAIYO HOLDINGS CO., LTD.",48,NA,"taiyo-hd.co.jp/en/group/ink/",40,1,4,0,0,3,1306,1,0,0,1,14,"FirmSize.SMALL_FIRM",1,1977,126,1,1.34126984126984,1,3.47619047619048,2
"Takara Bio Inc.","Takara Bio","Takara Bio",10,"Takara BioHome",14,NA,"takarabio.com/",26,1,2,0,1,5,1307,0,0,1,1,812,"FirmSize.LARGE_FIRM",0,2004,123,1,1.13821138211382,1,5.10569105691057,6
"Takeda Pharmaceutical Company Limited","Takeda Pharmaceutical Company Limited","Takeda Pharmaceutical Company Limited",37,"Takeda Pharmaceutical Company - Official Site",45,NA,"takeda.com/",23,1,3,0,0,5,1308,1,0,1,2,17791,"FirmSize.LARGE_FIRM",0,2005,674,4,1.03412462908012,1,4.28486646884273,3
"Tamura Corporation","Tamura","Tamura",6,"Tamura Corp - Official Site",27,NA,"tamuracorp.com/",26,1,1,0,0,5,1309,1,0,0,1,2715,"FirmSize.LARGE_FIRM",0,1984,95,5,1.35789473684211,2,2.50526315789474,2
"Tanaka Kikinzoku Kogyo K.K.","Tanaka Kikinzoku Kogyo KK","Tanaka Kikinzoku Kogyo KK",25,"Tanaka Kikinzoku Kogyo K.K.",27,NA,"gold.tanaka.co.jp/english/",34,1,3,1,0,5,1310,1,0,0,1,3600,"FirmSize.LARGE_FIRM",0,1986,185,5,1.52972972972973,1,3.29189189189189,3.8
"Tapwave","Tapwave","Tapwave",7,"#NAME?",16,NA,"tapwave.net/",20,3,1,0,0,2,1311,0,1,0,1,10,"FirmSize.SMALL_FIRM",1,NA,NA,NA,NA,NA,NA,NA
"Tarveda Therapeutics","Tarveda Therapeutics","Tarveda Therapeutics",20,"Tarveda - Official Site",23,NA,"tarveda.com/",23,1,1,0,0,5,1312,1,0,0,1,29,"FirmSize.SMALL_FIRM",1,2016,1,1,1,1,6,6
"Tata Consultancy Services Limited","Tata Consultancy Services Limited","Tata Consultancy Services Limited",33,"Tata Consultancy Services | Technology, Digital Solutions ...",61,NA,"tcs.com/",20,1,3,0,0,5,1313,1,0,0,1,394998,"FirmSize.LARGE_FIRM",0,2005,315,1,1.00634920634921,1,3.04761904761905,2
"Tau Therapeutics LLC","Tau Therapeutics","Tau Therapeutics",16,"TauRx - Official Site",21,NA,"taurx.com/",17,1,1,0,0,5,1314,0,0,1,1,20,"FirmSize.SMALL_FIRM",1,2016,1,1,1,1,1,1
"Taxon Biosciences","Taxon Biosciences","Taxon Biosciences",17,"Taxon Biosciences | VentureRadar",32,1,"",98,1,2,0,0,0,1315,0,1,0,1,8963,"FirmSize.LARGE_FIRM",0,2013,3,1,1,1,4.33333333333333,8
"TDK Corporation","TDK","TDK",3,"TDK Corporation - global.tdk.com",32,1,"global.tdk.com/corp/en/index.htm",44,1,1,0,0,0,1289,1,1,0,2,93232,"FirmSize.LARGE_FIRM",0,1976,5646,10,1.07421183138505,1.1,2.93358129649309,3.5
"Teal Sales Incorporated","Teal Sales","Teal Sales",10,"Teal Group Corporation - Official Site",38,NA,"tsi-inc.net",21,10,1,0,0,1,1316,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,2012,3,1,1,1,3,3
"TECHNOLOGY RESEARCH","TECHNOLOGY RESEARCH","TECHNOLOGY RESEARCH",19,"Technology Research, LLC | Electrical Safety Products ...",57,NA,"trci.net/",20,1,2,0,0,5,1290,0,1,0,1,14000,"FirmSize.LARGE_FIRM",0,1986,27,1,1.03703703703704,1,1.81481481481481,3
"TECNIUM","TECNIUM","TECNIUM",7,"Specialist in corrosive fluid handling - TECNIUM",48,NA,"tecnium.es/",22,1,1,0,0,5,1291,1,0,0,1,13,"FirmSize.SMALL_FIRM",1,2017,1,1,1,1,3,3
"Tekkware","Tekkware","Tekkware",8,"TEKKWARE, INC - SOUTH BEND, IN - Business Page",46,1,"",78,2,1,0,0,0,1317,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,2016,2,1,1,1,1,1
"TEKNOR APEX COMPANY","TEKNOR APEX COMPANY","TEKNOR APEX COMPANY",19,"Teknor Apex - Official Site",27,NA,"teknorapex.com/",27,1,2,0,0,5,1292,0,0,1,1,769,"FirmSize.LARGE_FIRM",0,1981,59,1,1,1,2.6271186440678,3
"Tela Innovations","Tela Innovations","Tela Innovations",16,"Tela Innovations, Inc.",22,NA,"tela-inc.com/",24,1,2,0,0,5,1318,1,0,0,1,15,"FirmSize.SMALL_FIRM",1,2008,198,2,1,1,2.35353535353535,2.5
"Teledyne Scientific & Imaging","Teledyne Scientific & Imaging","Teledyne Scientific & Imaging",29,"Teledyne Scientific and Imaging",31,NA,"teledyne-si.com/",27,1,3,0,0,4,1319,1,0,0,1,210,"FirmSize.EU_MEDIUM_FIRM",1,2009,136,1,1.02205882352941,1,2.85294117647059,4
"Tensor","Tensor","Tensor",6,"Tensor -- from Wolfram MathWorld",32,1,"",40,3,1,0,0,0,1320,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,1976,59,1,1,1,1.47457627118644,6
"Teradata US","Teradata US","Teradata US",11,"About Teradata | What Does Teradata Do?",39,NA,"teradata.com/About-Us",33,1,1,0,0,5,1321,1,0,0,1,14056,"FirmSize.LARGE_FIRM",0,2008,424,1,1,1,2.70518867924528,2
"Terra Caloric","Terra Caloric","Terra Caloric",13,"Well-Connect  Affordable Clean Energy",37,NA,"wellconnectgeo.com/",27,1,0,0,0,5,1322,0,1,0,1,5305,"FirmSize.LARGE_FIRM",0,2016,1,1,1,1,2,2
"TerraVia Holdings","TerraVia Holdings","TerraVia Holdings",17,"TerraVia - Official Site",24,NA,"terravia.com/",20,1,1,0,0,5,1323,0,1,1,2,124,"FirmSize.EU_MEDIUM_FIRM",1,2016,14,2,1,1,5,5.5
"Tersus Environmental","Tersus Environmental","Tersus Environmental",20,"Products & Services for Soil & Groundwater Remediation",54,NA,"tersusenv.com/",26,1,0,0,0,5,1324,0,0,1,1,13,"FirmSize.SMALL_FIRM",1,2016,1,1,1,1,2,2
"Tesla Nanocoatings","Tesla Nanocoatings","Tesla Nanocoatings",18,"Tesla Nano - Official Site",26,NA,"teslanano.com/",26,1,1,0,0,5,1325,1,0,0,1,14,"FirmSize.SMALL_FIRM",1,2016,2,1,1,1,1,1
"Tessera","Tessera","Tessera",7,"Tessera Home Simple - Tessera",29,NA,"tessera.com/",24,1,1,0,0,5,1326,1,0,0,1,113,"FirmSize.EU_MEDIUM_FIRM",1,1980,740,2,1.00810810810811,1,2.82837837837838,2.5
"Tessera Advanced Technologies","Tessera Advanced Technologies","Tessera Advanced Technologies",29,"Tessera Home Simple - Tessera",29,NA,"tessera.com/",24,1,1,0,0,5,1327,1,0,0,1,113,"FirmSize.EU_MEDIUM_FIRM",1,2014,11,1,1,1,3.81818181818182,5
"TetraSun","TetraSun","TetraSun",8,"First Solar Discontinues Its TetraSun High-Efficiency ...",57,1,"",117,1,1,0,1,0,1328,1,1,0,2,12,"FirmSize.SMALL_FIRM",1,2012,11,5,1,1.25,2.63636363636364,3.75
"Texas Instruments Deutschland GmbH","Texas Instruments Deutschland","Texas Instruments Deutschland",34,"Germany - TI Careers",20,1,"http://www.ti.com/",31,2,0,0,0,2,1329,1,0,0,1,29714,"FirmSize.LARGE_FIRM",0,1977,304,1,1.04934210526316,1,2.09868421052632,1
"Texas Instruments Incorporated","Texas Instruments","Texas Instruments",17,"Texas Instruments - Official Site",33,NA,"ti.com/",18,1,2,0,0,5,1330,1,0,0,1,29714,"FirmSize.LARGE_FIRM",0,1976,21496,20,1.00832713062895,1,2.21708383734996,2.35
"Texas Research International","Texas Research","Texas Research",14,"Texas Research International",28,NA,"tri-intl.com/",21,1,2,0,0,5,1331,0,0,1,1,655,"FirmSize.LARGE_FIRM",0,2003,29,1,1,1,2.41379310344828,1
"The Babcock & Wilcox Company","The Babcock & Wilcox Company","The Babcock & Wilcox Company",28,"Babcock & Wilcox - Official Site",32,NA,"babcock.com/",23,1,2,0,0,5,1332,0,1,0,1,4000,"FirmSize.LARGE_FIRM",0,1976,1122,5,1.01158645276292,1,2.09196428571429,5.2
"THE BOARD INSTITUTE","THE BOARD INSTITUTE","THE BOARD INSTITUTE",19,"The Board Institute  Assess Performance, Benchmark Best ...",59,NA,"theboardinstitute.com/",30,1,3,0,0,5,1293,0,0,1,1,5,"FirmSize.MICRO_FIRM",1,2013,43,1,2.3953488372093,7,3.81395348837209,8
"The Boeing Company","The Boeing Company","The Boeing Company",18,"Boeing - Official Site",22,NA,"boeing.com/",22,1,1,0,0,5,1333,1,1,0,2,2752,"FirmSize.LARGE_FIRM",0,1976,13080,39,1.00711009174312,1.05405405405405,2.38619160486276,2.56756756756757
"The Carbon Cable Company","The Carbon Cable Company","The Carbon Cable Company",24,"High End audio, Video & speaker cables from The Cable company",61,NA,"thecableco.com/",27,1,3,0,0,5,1334,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,2016,1,1,1,1,1,1
"The Charles Stark Draper Laboratory","The Charles Stark Draper Laboratory","The Charles Stark Draper Laboratory",35,"Homepage | Draper",17,NA,"draper.com/",22,1,1,0,0,5,1335,0,0,1,1,1661,"FirmSize.LARGE_FIRM",0,1976,713,3,1.10378681626928,2,2.59887798036466,5
"The Eastern Co.","The Eastern Co","The Eastern Co",14,"The Eastern Company",19,NA,"easterncompany.com/",30,1,3,0,0,5,1336,1,0,0,1,27,"FirmSize.SMALL_FIRM",1,1986,20,1,1.3,1,1.9,1
"The Gates Corporation","The Gates","The Gates",9,"The Gates (TV Series 2010) - IMDb",33,1,"",37,2,2,0,0,0,1337,0,0,1,1,23,"FirmSize.SMALL_FIRM",1,1982,434,1,1.01382488479263,1,2.39400921658986,4
"The Goodyear Tire & Rubber Company","The Goodyear Tire & Rubber Company","The Goodyear Tire & Rubber Company",34,"Goodyear - Official Site",24,NA,"goodyear.com/",25,1,1,0,0,5,1338,0,0,1,1,64000,"FirmSize.LARGE_FIRM",0,1976,6120,2,1.00915032679739,2,2.48709150326797,7.5
"The Henry M. Jackson Foundation for the Advancement of Military Medicine","The Henry M Jackson Foundation for the Advancement of Military Medicine","The Henry M Jackson Foundation for the Advancement of Military Medicine",71,"HJF | Home",10,NA,"hjf.org/",19,1,1,0,0,3,1339,0,0,1,1,1380,"FirmSize.LARGE_FIRM",0,1994,102,3,1.31372549019608,1,2.80392156862745,3
"The Iams Company","The Iams Company","The Iams Company",16,"Iams - Official Site",20,NA,"iams.com/",21,1,1,0,0,5,1340,1,0,0,1,300,"FirmSize.US_MEDIUM_FIRM",1,1991,111,1,1.06306306306306,1,3.51351351351351,4
"The Jackson Laboratory","The Jackson Laboratory","The Jackson Laboratory",22,"The Jackson Laboratory",22,NA,"jax.org/",20,1,3,0,0,5,1341,0,0,1,1,1725,"FirmSize.LARGE_FIRM",0,1983,44,1,1.45454545454545,2,3.02272727272727,3
"The Paymaster Corporation","The Paymaster","The Paymaster",13,"PayMaster Inc. - Payroll, TLM, HR and Tax Services",50,NA,"paymaster.com/",22,1,1,0,0,5,1342,1,0,0,1,2,"FirmSize.MICRO_FIRM",1,1987,8,1,1,1,1.5,1
"The Procter & Gamble Company","The Procter & Gamble Company","The Procter & Gamble Company",28,"Procter & Gamble Company",24,NA,"pg.com/",19,1,3,0,0,5,1343,1,0,1,2,98781,"FirmSize.LARGE_FIRM",0,1976,13130,8,1.0049504950495,1.125,3.21069469835466,5.125
"The Samuel Roberts Noble Foundation","The Samuel Roberts Noble Foundation","The Samuel Roberts Noble Foundation",35,"Noble Research Institute - Official Site",40,NA,"noble.org/",22,1,1,0,0,5,1344,0,0,1,1,9,"FirmSize.MICRO_FIRM",1,1998,49,2,1.12244897959184,1,2.87755102040816,4
"THE SWEET LIVING GROUP","THE SWEET LIVING GROUP","THE SWEET LIVING GROUP",22,"My Sweet Life - Organic Cotton Shirts, Eco Friendly ...",55,1,"",23,3,1,0,0,0,1294,1,0,0,1,3,"FirmSize.MICRO_FIRM",1,2012,8,2,1,1,3.5,5
"TheGreenCell","TheGreenCell","TheGreenCell",12,"The Green Cell",14,NA,"thegreencell.com/",28,1,0,0,0,5,1345,0,0,1,1,74,"FirmSize.EU_MEDIUM_FIRM",1,2011,3,1,1,1,5,5
"Theraclone Sciences","Theraclone Sciences","Theraclone Sciences",19,"Theraclone Sciences",19,NA,"theraclone-sciences.com/home.php",43,1,2,0,0,2,1346,0,0,1,1,6,"FirmSize.MICRO_FIRM",1,2011,16,1,1.25,3,4.9375,14
"Therapeutic Proteins International","Therapeutic Proteins","Therapeutic Proteins",20,"Therapeutic Protein - an overview | ScienceDirect Topics",56,1,"",100,3,1,0,0,0,1347,0,0,1,1,4,"FirmSize.MICRO_FIRM",1,2012,25,1,1,1,1,1
"Thermo Finnigan","Thermo Finnigan","Thermo Finnigan",15,"Thermo Fisher Scientific - Official Site",40,NA,"thermofisher.com/us/en/home.html",44,1,1,0,0,5,1348,1,0,0,1,39750,"FirmSize.LARGE_FIRM",0,2002,277,1,1.01083032490975,1,2.23465703971119,2
"Thermo Fisher Scientific Inc.","Thermo Fisher Scientific","Thermo Fisher Scientific",24,"Thermo Fisher Scientific - Official Site",40,NA,"thermofisher.com/us/en/home.html",44,1,3,0,0,4,1349,0,0,1,1,39750,"FirmSize.LARGE_FIRM",0,2006,95,1,1.01052631578947,1,2.93684210526316,2
"Thermorefinery Technologies Inc.","Thermorefinery Technologies","Thermorefinery Technologies",27,"THERMOREFINERY TECHNOLOGIES LLC | Invstor.com",45,1,"",79,2,2,0,0,0,1350,0,1,0,1,0,"FirmSize.UNDEFINED",1,2017,1,1,1,1,1,1
"Thermoretinary Technologies Inc.","Thermoretinary Technologies","Thermoretinary Technologies",27,"THERMOREFINERY TECHNOLOGIES LLC | Invstor.com",45,1,"",79,1,1,0,0,0,1351,0,1,0,1,0,"FirmSize.UNDEFINED",1,2016,1,1,1,1,1,1
"Thoratec Corporation","Thoratec","Thoratec",8,"Thoratec - Official Site",24,NA,"thoratec.com/",24,1,1,0,0,5,1352,0,0,1,1,954,"FirmSize.LARGE_FIRM",0,1987,158,1,1.06962025316456,1,3.34394904458599,5
"Thorlabs","Thorlabs","Thorlabs",8,"Thorlabs - Official Site",24,NA,"thorlabs.com/",25,1,1,0,0,5,1353,1,0,0,1,811,"FirmSize.LARGE_FIRM",0,2001,43,1,1.09302325581395,1,2.69767441860465,3
"Thorlabs Quantum Electronics","Thorlabs Quantum Electronics","Thorlabs Quantum Electronics",28,"Thorlabs - Official Site",24,NA,"thorlabs.com/",25,1,1,0,0,5,1354,1,0,0,1,811,"FirmSize.LARGE_FIRM",0,2011,11,1,1,1,3.63636363636364,3
"Thorn Bioscience LLC","Thorn Bioscience","Thorn Bioscience",16,"Home - Thorn BioScience LLC",27,NA,"thornbioscience.com/",27,1,2,0,0,5,1355,0,1,0,1,3,"FirmSize.MICRO_FIRM",1,2000,9,1,1,1,1.88888888888889,4
"THYSSENKRUPP INDUSTRIAL SOLUTIONS GMBH","THYSSENKRUPP INDUSTRIAL SOLUTIONS","THYSSENKRUPP INDUSTRIAL SOLUTIONS",33,"ThyssenKrupp - Official Site",28,NA,"thyssenkrupp.com/en/",32,2,1,1,0,1,1295,1,1,0,2,12515,"FirmSize.LARGE_FIRM",0,2014,49,4,1.26530612244898,3.33333333333333,3.16326530612245,8.66666666666667
"Ticona LLC","Ticona","Ticona",6,"Celanese - The chemistry inside innovation",42,1,"celanese.com/engineered-materials.aspx",50,1,0,0,0,0,1356,1,0,0,1,7592,"FirmSize.LARGE_FIRM",0,1990,265,1,1.0377358490566,1,2.98867924528302,3
"Tigo Energy","Tigo Energy","Tigo Energy",11,"Tigo Energy - Official Site",27,NA,"tigoenergy.com/",27,1,2,0,0,5,1357,0,1,0,1,272,"FirmSize.US_MEDIUM_FIRM",1,2009,53,12,1,1,2.35849056603774,2.16666666666667
"TIME WARNER CABLE ENTERPRISES LLC","TIME WARNER CABLE ENTERPRISES","TIME WARNER CABLE ENTERPRISES",29,"Time Warner Cable Enterprises LLC: Private Company ...",54,1,"",82,2,4,0,1,0,1296,0,0,1,1,24004,"FirmSize.LARGE_FIRM",0,2013,346,1,1.00867052023121,1,2.66184971098266,2
"TMC Corporation","TMC","TMC",3,"Turner Classic Movies - Official Site",37,NA,"tcm.com/",19,1,0,0,0,5,1297,0,1,0,1,46968,"FirmSize.LARGE_FIRM",0,1976,320,1,1.034375,1,2.29874213836478,2
