"firm","lookup_firm","lookup_firm_web","firm_length","name_clnd","name_length","manual_fix","hit_url","hit_url_length","rank","matches","public","acquired_merged","Votes","Group","nano","green","synbio","count_all_ind","max_emps","size_state","sme","num_patents_all","pages","num_words","avg_words_per_page","first_year","num_patents_3","mean_assignees_all","mean_assignees_3","mean_inventors_all","mean_inventors_3"
"Micro Cooling Concepts","Micro Cooling Concepts","Micro Cooling Concepts",22,"Micro Cooling Concepts",22,NA,"microcoolingconcepts.com/",32,1,3,0,0,5,830,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,1,15,48736,3249.06666666667,2016,1,1,1,4,4
"Polysar Corporation","Polysar","Polysar",7,"Polystar - Official Site",24,NA,"polystar.com/",25,2,0,0,0,1,1024,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,5,50,944053,18881.06,1976,1,1.2,2,3,7
"Previvo Genetics","Previvo Genetics","Previvo Genetics",16,"Previvo - Fertility Testing, Fertility Testing, Ivf, Pregnancy",62,NA,"previvo.com/",19,1,1,0,0,5,1030,0,0,1,1,10,"FirmSize.SMALL_FIRM",1,7,12,46255,3854.58333333333,2015,3,1,1,2.71428571428571,2
"Semprius","Semprius","Semprius",8,"Semprius | Greentech Media",26,NA,"semprius.com",52,1,1,0,0,1,1174,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,26,24,390169,16257.0416666667,2011,2,1.19230769230769,1,3.76923076923077,3
"Sensor-Kinesis Corporation","Sensor-Kinesis","Sensor-Kinesis",14,"Sensor-Kinesis Corp. | The Leader in Advanced Biosensor ...",59,NA,"sensor-kinesis.com/",26,1,2,0,0,5,1178,1,0,0,1,10,"FirmSize.SMALL_FIRM",1,2,28,126500,4517.85714285714,2016,2,1,1,8,8
"Amberwave Inc.","Amberwave","Amberwave",9,"AmberWave",9,NA,"amberwave.com/",25,1,1,0,0,5,104,0,1,0,1,9,"FirmSize.MICRO_FIRM",1,2,5,13884,2776.8,2015,1,1,1,2.5,3
"ATTOSTAT","ATTOSTAT","ATTOSTAT",8,"Attostat",8,NA,"attostat.com/",24,1,1,0,0,5,44,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,1,22,56612,2573.27272727273,2016,1,1,1,1,1
"Aurrion","Aurrion","Aurrion",7,"Asurion - Official Site",23,NA,"asurion.com/",24,1,0,0,0,5,157,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,40,26,442598,17023,2010,1,1,1,2.85,3
"Cedar Ridge Research","Cedar Ridge Research","Cedar Ridge Research",20,"Cedar Ridge Research LLC",24,NA,"cr-res.com/",18,1,3,0,0,5,297,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,78,26,188784,7260.92307692308,2009,3,1,1,2.38461538461538,2
"Global Solar Water Power Systems","Global Solar Water Power Systems","Global Solar Water Power Systems",32,"GSWPS - What Do We Do?",22,NA,"gswps.com/",17,1,0,0,0,5,567,0,1,0,1,9,"FirmSize.MICRO_FIRM",1,2,12,55281,4606.75,2014,1,1,1,1.5,2
"Hadasit Medical Research Services & Development Company Ltd.","Hadasit Medical Research Services & Development Company","Hadasit Medical Research Services & Development Company",55,"hadasit |   ",12,NA,"hadasit.co.il/",25,2,1,0,0,1,596,1,0,1,2,9,"FirmSize.MICRO_FIRM",1,134,9,10759,1195.44444444444,1992,2,1.57462686567164,2,3.13432835820896,4.5
"IMDS Corporation","IMDS","IMDS",4,"Login  IMDS",11,NA,"imds-ohio.com",25,2,1,0,0,1,635,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,218,16,38165,2385.3125,1989,NA,1.13302752293578,NA,1.78440366972477,NA
"Inaeris Technologies","Inaeris Technologies","Inaeris Technologies",20,"Inaeris Technologies - Home",27,NA,"inaeristech.com/",27,1,2,1,0,5,653,0,1,0,1,9,"FirmSize.MICRO_FIRM",1,24,5,35740,7148,2006,11,1,1,3,3.18181818181818
"iNanoBio LLC","iNanoBio","iNanoBio",8,"INanoBio",8,NA,"inanobio.com/",20,1,1,0,0,5,1484,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,1,10,28246,2824.6,2016,1,2,2,2,2
"LIQUID X PRINTED METALS","LIQUID X PRINTED METALS","LIQUID X PRINTED METALS",23,"Functional Electronics Fabrication | Liquid X Printed ...",57,NA,"liquid-x.com/",24,1,3,0,0,5,751,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,1,13,57706,4438.92307692308,2016,1,1,1,3,3
"Midori USA","Midori USA","Midori USA",10,"Midori Animal Health",20,NA,"midorihealth.com/",29,1,1,0,0,5,838,0,1,0,1,9,"FirmSize.MICRO_FIRM",1,3,9,20421,2269,2015,1,1,1,3.33333333333333,4
"Roll-N-Lock Corporation","Roll-N-Lock","Roll-N-Lock",11,"Roll-N-Lock Truck Bed Covers | Quality Tonneau Covers",53,NA,"rollnlock.com/",22,1,3,0,0,5,1098,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,3,33,191601,5806.09090909091,2000,1,1,1,1.33333333333333,2
"The Samuel Roberts Noble Foundation","The Samuel Roberts Noble Foundation","The Samuel Roberts Noble Foundation",35,"Noble Research Institute - Official Site",40,NA,"noble.org/",22,1,1,0,0,5,1344,0,0,1,1,9,"FirmSize.MICRO_FIRM",1,49,49,255040,5204.89795918367,1998,2,1.12244897959184,1,2.87755102040816,4
"Vascular BioSciences","Vascular BioSciences","Vascular BioSciences",20,"Vascular BioSciences",20,NA,"vascularbiosciences.com/",31,1,2,0,0,5,1420,0,0,1,1,9,"FirmSize.MICRO_FIRM",1,7,39,279278,7160.97435897436,2009,1,1.28571428571429,1,1.57142857142857,1
"Western Digital (Fremont)","Western Digital (Fremont)","Western Digital (Fremont)",25,"Western Digital - Electronics - 44200 Osgood Rd, Fremont ...",60,1,"",50,1,3,0,0,1,1448,1,0,0,1,9,"FirmSize.MICRO_FIRM",1,685,NA,NA,NA,2003,1,1.0043795620438,1,3.76788321167883,2
"Wireless Environment","Wireless Environment","Wireless Environment",20,"Welcome to Wireless Environment - Wireless Environment",54,NA,"wirelessenv.com/",23,1,2,0,0,5,1454,0,1,0,1,9,"FirmSize.MICRO_FIRM",1,34,18,39846,2213.66666666667,2011,1,1,1,2,2
"adaptiveARC","adaptiveARC","adaptiveARC",11,"adaptiveARC, Inc.: Private Company Information - Bloomberg",58,1,"",82,1,1,0,0,0,1477,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,7,NA,NA,NA,2013,1,1,1,1.14285714285714,1
"Arisaph Pharmaceuticals","Arisaph Pharmaceuticals","Arisaph Pharmaceuticals",23,"Arisaph Pharmaceuticals, Inc. - Massachusetts ...",49,1,"",64,1,2,0,1,2,139,0,0,1,1,8,"FirmSize.MICRO_FIRM",1,3,NA,NA,NA,2013,1,2,2,5,5
"Atomic Energy Council-Institute of Nuclear Energy Research","Atomic Energy Council-Institute of Nuclear Energy Research","Atomic Energy Council-Institute of Nuclear Energy Research",58,"Institute of Nuclear Energy Research (INER) - Taiwan ...",56,1,"",49,1,6,0,0,1,152,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,149,NA,NA,NA,2005,4,1.00671140939597,1,4.13422818791946,5
"Atonometrics","Atonometrics","Atonometrics",12,"Atonometrics | Test & Measurement for the PV Industry",53,NA,"atonometrics.com/",28,1,1,0,0,5,153,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,10,11,23896,2172.36363636364,1977,2,1,1,2.7,5
"Auterra","Auterra","Auterra",7,"Home: Auterra",13,NA,"auterrainc.com/",22,1,1,0,0,5,159,0,0,1,1,8,"FirmSize.MICRO_FIRM",1,17,7,15486,2212.28571428571,2012,1,1.05882352941176,2,5.58823529411765,8
"Banpil Photonics","Banpil Photonics","Banpil Photonics",16,"Banpil Photonics, Inc. ::: - Expanding the Boundaries of ...",60,NA,"banpil.com/",18,1,2,0,0,5,197,1,1,0,2,8,"FirmSize.MICRO_FIRM",1,56,8,47019,5877.375,2006,3,1,1,1.28571428571429,1.33333333333333
"Lumenco","Lumenco","Lumenco",7,"Light Fixtures | Recessed Lighting | Lumenco.ca",47,NA,"en.lumenco.ca/",22,1,1,0,0,5,778,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,8,208,10224799,49157.6875,2015,1,1,1,1.875,1
"Ma-West","Ma-West","Ma-West",7,"Mae West - IMDb",15,1,"",36,2,2,0,0,0,796,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,16,NA,NA,NA,1981,1,1,1,2.0625,2
"Manta Instruments","Manta Instruments","Manta Instruments",17,"MANTA Instruments | Viewsizer 3000 | Nanoparticle ...",53,NA,"mantainc.com/",24,1,2,0,0,5,804,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,1,5,36612,7322.4,2017,1,1,1,2,2
"Nanoridge Materials","Nanoridge Materials","Nanoridge Materials",19,"NanoRidge",9,NA,"nanoridge.com/",21,1,1,0,0,5,888,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,4,9,20335,2259.44444444444,2011,1,1,1,3.25,4
"Palo Alto Research Center Incorporated","Palo Alto Research Center","Palo Alto Research Center",25,"PARC - Official Site",20,NA,"parc.com/",21,1,0,0,0,5,982,1,1,1,3,8,"FirmSize.MICRO_FIRM",1,1406,25,200304,8012.16,2003,11,1.05120910384068,1.09090909090909,3.00142247510669,4
"Singular Bio","Singular Bio","Singular Bio",12,"SingularBio",11,NA,"singularbio.com/",28,1,2,0,0,5,1211,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,5,1,1366,1366,2015,4,1,1,1.6,1.75
"SNS NANO FIBER TECHNOLOGY","SNS NANO FIBER TECHNOLOGY","SNS NANO FIBER TECHNOLOGY",25,"SNS Nano Fiber Technology, LLC",30,NA,"snsnano.com/",23,1,4,0,0,5,1123,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,2,17,77998,4588.11764705882,2016,1,1.5,2,2.5,2
"Soliton Lasers","Soliton Lasers","Soliton Lasers",14,"Soliton Inc  Rapid Acoustic Pulse Technology",44,NA,"soliton.com/",24,2,1,0,0,2,1235,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,1,8,66469,8308.625,2016,1,1,1,1,1
"Teal Sales Incorporated","Teal Sales","Teal Sales",10,"Teal Group Corporation - Official Site",38,NA,"tsi-inc.net",21,10,1,0,0,1,1316,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,3,NA,NA,NA,2012,1,1,1,3,3
"The Carbon Cable Company","The Carbon Cable Company","The Carbon Cable Company",24,"High End audio, Video & speaker cables from The Cable company",61,NA,"thecableco.com/",27,1,3,0,0,5,1334,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,1,370,12439039,33619.0243243243,2016,1,1,1,1,1
"Transtron Solutions LLC","Transtron Solutions","Transtron Solutions",19,"Transtron Inc.",14,NA,"transtron.com/en/",28,10,1,0,0,1,1373,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,4,41,92602,2258.58536585366,2016,3,1,1,2.25,2.33333333333333
"TRITON MICROTECHNOLOGIES","TRITON MICROTECHNOLOGIES","TRITON MICROTECHNOLOGIES",24,"Samtec Announces Acquisition Of nMode Solutions and Triton ...",62,1,"",99,1,1,0,1,0,1303,1,0,0,1,8,"FirmSize.MICRO_FIRM",1,5,NA,NA,NA,2015,1,1,1,2,2
"Turf Group LLC","Turf Group","Turf Group",10,"Turf Group | The Leading Synthetic Grass Distributor",52,NA,"turfgroup.net/",22,1,2,0,0,5,1380,0,1,0,1,8,"FirmSize.MICRO_FIRM",1,1,16,63433,3964.5625,2016,1,1,1,3,3
"ZENA TECHNOLOGIES","ZENA TECHNOLOGIES","ZENA TECHNOLOGIES",17,"Xena Technologies - IT Solutions and Services Provider in ...",61,NA,"xena-technologies.com/",29,1,1,0,0,5,1467,1,1,0,2,8,"FirmSize.MICRO_FIRM",1,41,13,40278,3098.30769230769,2010,8,1.09756097560976,1.125,2.24390243902439,2.25
"ZIH Corp.","ZIH Corp","ZIH Corp",8,"Zebra Technologies | Enterprise Visibility & Data Capture",57,NA,"zebra.com/us/en.html/",33,1,0,0,0,5,1468,0,1,1,2,8,"FirmSize.MICRO_FIRM",1,258,175,4692850,26816.2857142857,2001,2,1,1,2.84108527131783,3
"Advanced Cell Technology","Advanced Cell Technology","Advanced Cell Technology",24,"Astellas Institute for Regenerative Medicine - Official Site",60,NA,"astellas.us/therapeutic/rnd/airm.aspx",49,1,0,1,1,3,71,0,0,1,1,7,"FirmSize.MICRO_FIRM",1,21,72,650298,9031.91666666667,1998,1,1,1,2.52380952380952,1
"BERKEN ENERGY LLC","BERKEN ENERGY","BERKEN ENERGY",13,"Welcome to Berken Energy | Groundbreaking Technology that ...",61,NA,"berkenenergy.com/",24,1,2,0,0,5,182,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,2,10,42206,4220.6,2015,1,1,1,1,1
"Coloplast A/S","Coloplast A/S","Coloplast A/S",13,"Coloplast - Official Site",25,NA,"coloplast.us/",25,1,3,0,0,5,327,1,0,1,2,7,"FirmSize.MICRO_FIRM",1,572,52,1237127,23790.9038461538,1978,2,1.00174825174825,1,2.38636363636364,3
"Crystalplex Corporation","Crystalplex","Crystalplex",11,"Crystalplex - Sapphire Quantum Dots > Home",42,NA,"crystalplex.com/",24,1,1,0,0,5,358,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,2,2,19921,9960.5,2013,1,1,1,1.5,2
"Intercontinental Great Brands LLC","Intercontinental Great Brands","Intercontinental Great Brands",29,"Intercontinental Great Brands LLC: Private Company ...",54,1,"",81,1,3,0,1,0,674,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,118,NA,NA,NA,2013,1,1.04237288135593,1,4.11016949152542,5
"Kabushikikaisha Toshiba","Kabushikikaisha Toshiba","Kabushikikaisha Toshiba",23,"Toshiba - Official Site",23,NA,"toshiba.com/tai/",27,1,1,0,0,5,716,1,1,1,3,7,"FirmSize.MICRO_FIRM",1,46385,21,592620,28220,1976,348,1.13055944809745,1.01149425287356,2.56299857703419,2.82758620689655
"Longhorn Vaccines and Diagnostics","Longhorn Vaccines and Diagnostics","Longhorn Vaccines and Diagnostics",33,"Longhorn Vaccines and Diagnostics | News",40,NA,"lhnvd.com/news#!",28,2,4,0,0,1,775,0,0,1,1,7,"FirmSize.MICRO_FIRM",1,17,13,7960106,612315.846153846,2011,1,1,1,2,2
"MEDport","MEDport","MEDport",7,"Medport | Specializes in medical liens, healthcare ...",54,NA,"medport.com/",20,1,1,0,0,5,789,0,1,0,1,7,"FirmSize.MICRO_FIRM",1,32,5,36673,7334.6,1978,1,1,1,1.71875,2
"Nokomis","Nokomis","Nokomis",7,"Nokomis, Inc - Official Site",28,NA,"nokomisinc.com/",26,1,1,0,0,5,921,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,16,11,62052,5641.09090909091,2009,2,1,1,1.75,2
"Propagation Research Associates","Propagation Research Associates","Propagation Research Associates",31,"Propagation Research Associates, Inc.",37,NA,"pra-corp.com/",20,1,3,0,0,5,1035,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,7,10,31467,3146.7,2013,1,1,1,1.28571428571429,2
"Renewable Opportunities Inc.","Renewable Opportunities","Renewable Opportunities",23,"Renewable Energy Franchise Opportunities, Renewable Energy ...",62,1,"",80,1,2,0,0,0,1072,0,1,0,1,7,"FirmSize.MICRO_FIRM",1,1,NA,NA,NA,2016,1,1,1,5,5
"Rosemount Aerospace Inc. ","Rosemount Aerospace","Rosemount Aerospace",19,"Rosemount Aerospace, Inc.: Private Company Information ...",58,1,"",81,1,2,0,0,0,1101,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,256,NA,NA,NA,1994,1,1.02734375,1,2.46875,2
"SD Technologies","SD Technologies","SD Technologies",15,"Wholesale Supplier of SD 100 Inkjet Coding Printer & SD ...",59,NA,"sd-techs.com/",24,1,1,1,0,5,1112,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,87,22,1061854,48266.0909090909,2003,1,1.01149425287356,1,2.08045977011494,5
"Semileds Optoelectronics Co.","Semileds Optoelectronics Co","Semileds Optoelectronics Co",27,"Semileds Optoelectronics Co., Ltd.: Private Company ...",55,1,"",81,1,3,0,0,0,1173,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,94,NA,NA,NA,2009,5,1.01063829787234,1,3.28723404255319,1.8
"Strategic Solar Energy","Strategic Solar Energy","Strategic Solar Energy",22,"Home | PowerParasol",19,NA,"powerparasol.com/",25,1,0,0,0,5,1254,0,1,0,1,7,"FirmSize.MICRO_FIRM",1,2,15,60900,4060,2014,1,1,1,3,3
"TOMOWAVE LABORATORIES","TOMOWAVE LABORATORIES","TOMOWAVE LABORATORIES",21,"Tomowave - Optoacoustic imaging, Photoacoustic imaging",54,NA,"tomowave.com/",24,1,1,0,0,5,1298,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,2,18,61059,3392.16666666667,2016,1,1,1,2.5,3
"Wizard Labs","Wizard Labs","Wizard Labs",11,"Wizard Labs",11,NA,"wizardlabs.us/",22,1,2,0,0,5,1455,1,0,0,1,7,"FirmSize.MICRO_FIRM",1,1,90,977081,10856.4555555556,2016,1,1,1,2,2
"ADVANCED CERAMIC FIBERS","ADVANCED CERAMIC FIBERS","ADVANCED CERAMIC FIBERS",23,"PRODUCT INFORMATION - Home Page",31,NA,"acfibers.com/index.html",34,1,0,0,0,5,15,1,0,0,1,6,"FirmSize.MICRO_FIRM",1,4,9,30453,3383.66666666667,2015,1,1,1,2,2
"ALGETERNAL TECHNOLOGIES","ALGETERNAL TECHNOLOGIES","ALGETERNAL TECHNOLOGIES",23,"AlgEternal  Harnessing the planet's primary producers",53,NA,"algeternal.com/",23,1,1,0,0,5,23,0,1,0,1,6,"FirmSize.MICRO_FIRM",1,1,8,49031,6128.875,2017,1,1,1,4,4
"Atom Nanoelectronics","Atom Nanoelectronics","Atom Nanoelectronics",20,"Atom NanoElectronics - Carbon Nanotubes, HiPco, CNT, OLEDs",58,NA,"atomoe.com/",22,1,2,0,0,5,151,1,0,0,1,6,"FirmSize.MICRO_FIRM",1,3,17,203541,11973,2015,2,1,1,1.33333333333333,1.5
"Brightfield Transportation Solutions","Brightfield Transportation Solutions","Brightfield Transportation Solutions",36,"Brightfield Transportation Solutions",36,NA,"brightfieldts.com/",25,1,3,0,0,4,245,0,1,0,1,6,"FirmSize.MICRO_FIRM",1,1,12,61027,5085.58333333333,2017,1,1,1,1,1
"CyboEnergy","CyboEnergy","CyboEnergy",10,"CyboEnergy",10,NA,"cyboenergy.com/",26,1,1,0,0,5,362,0,1,0,1,6,"FirmSize.MICRO_FIRM",1,8,37,155291,4197.05405405405,2014,4,1,1,2.375,2.5
"GOLBA LLC","GOLBA","GOLBA",5,"Home - Golba Architecture",25,NA,"golba.com/",18,2,1,0,0,3,532,1,0,0,1,6,"FirmSize.MICRO_FIRM",1,69,1,57,57,2008,1,1,1,1.1304347826087,1
"Handstand Innovations","Handstand Innovations","Handstand Innovations",21,"MessageWrap - Grocery Checkout Belt Advertising",47,NA,"messagewrap.com/",23,1,0,0,0,5,600,1,0,0,1,6,"FirmSize.MICRO_FIRM",1,2,7,56375,8053.57142857143,2015,1,1,1,3,3
"Hunt Energy Enterprises LLC","Hunt Energy Enterprises","Hunt Energy Enterprises",23,"Hunt Energy Enterprises",23,NA,"huntenergyenterprises.com/",37,1,3,0,0,5,624,0,1,0,1,6,"FirmSize.MICRO_FIRM",1,25,14,42714,3051,2012,5,1,1,3.84,2.6
"Interez","Interez","Interez",7,"interez.sk | Ekolgia, Cestovanie, Hudba, Veda",45,NA,"interez.sk/",23,1,1,0,0,5,675,0,0,1,1,6,"FirmSize.MICRO_FIRM",1,162,59,653093,11069.3728813559,1976,1,1.07407407407407,1,2.55555555555556,1
"Ion Power Group","Ion Power Group","Ion Power Group",15,"Ion Power Group - Electricity from Atmospheric Ions",51,NA,"ionpowergroup.com/",26,1,3,0,0,5,686,1,0,0,1,6,"FirmSize.MICRO_FIRM",1,4,14,104064,7433.14285714286,2014,1,1,1,1,1
"NanoOncology","NanoOncology","NanoOncology",12,"NanoOncology - International Institute for Nanotechnology",57,NA,"iinano.org/nanooncology",35,1,1,0,0,5,881,1,0,1,2,6,"FirmSize.MICRO_FIRM",1,1,71,345618,4867.85915492958,2016,2,1,2,3,6
"Rapamycin Holdings","Rapamycin Holdings","Rapamycin Holdings",18,"Rapamycin  The formulation of Rapamycin for the ...",51,NA,"rapamycinholdings.com/",29,1,1,0,0,5,1061,1,0,0,1,6,"FirmSize.MICRO_FIRM",1,1,10,25135,2513.5,2016,1,1,1,1,1
"Redwood Systems","Redwood Systems","Redwood Systems",15,"Redwood Systems Group",21,NA,"redwoodsystemsgroup.com/",31,1,2,0,0,5,1066,1,0,0,1,6,"FirmSize.MICRO_FIRM",1,25,2,21626,10813,2011,1,1,1,2.36,2
"Sunlight Photonics Inc.","Sunlight Photonics","Sunlight Photonics",18,"Sunlight Photonics",18,NA,"sunlightphotonics.com/",34,1,2,1,0,5,1272,0,1,0,1,6,"FirmSize.MICRO_FIRM",1,33,13,46037,3541.30769230769,2010,3,1,1,2.93939393939394,2.66666666666667
"Theraclone Sciences","Theraclone Sciences","Theraclone Sciences",19,"Theraclone Sciences",19,NA,"theraclone-sciences.com/home.php",43,1,2,0,0,2,1346,0,0,1,1,6,"FirmSize.MICRO_FIRM",1,16,14,32472,2319.42857142857,2011,1,1.25,3,4.9375,14
"TT Technologies","TT Technologies","TT Technologies",15,"TT Technologies - Official Site",31,NA,"tttechnologies.com/",30,1,2,0,0,5,1304,0,1,0,1,6,"FirmSize.MICRO_FIRM",1,191,52,579375,11141.8269230769,1984,1,1.04712041884817,1,2.0261780104712,2
"Two Blades Foundation","Two Blades Foundation","Two Blades Foundation",21,"2Blades Foundation Home - 2Blades Foundation",44,NA,"2blades.org/",19,1,2,0,0,5,1383,0,0,1,1,6,"FirmSize.MICRO_FIRM",1,3,27,202384,7495.7037037037,2012,1,1,1,3.33333333333333,2
"VALTED","VALTED","VALTED",6,"Vaulted | Definition of Vaulted by Merriam-Webster",50,1,"",50,1,0,0,0,0,1408,0,0,1,1,6,"FirmSize.MICRO_FIRM",1,4,NA,NA,NA,2013,1,1,1,4,4
"Wostec","Wostec","Wostec",6,"Westec - Online",15,NA,"westec.org/",23,1,0,0,0,5,1456,1,0,0,1,6,"FirmSize.MICRO_FIRM",1,13,18,243299,13516.6111111111,1985,1,1,1,1.92307692307692,2
"Aerosol Dynamics Inc.","Aerosol Dynamics","Aerosol Dynamics",16,"Modal aerosol dynamics model for Europe: development and ...",60,1,"",67,4,2,0,0,0,78,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,14,NA,NA,NA,1976,1,1.28571428571429,1,2.78571428571429,3
"Armageddon Energy Inc.","Armageddon Energy","Armageddon Energy",17,"Armageddon Energy",17,NA,"armageddonenergy.com/",33,1,2,0,0,5,142,0,1,0,1,5,"FirmSize.MICRO_FIRM",1,3,12,33568,2797.33333333333,2009,1,1,1,4,2
"Avantor Performance Materials","Avantor Performance Materials","Avantor Performance Materials",29,"Avantor",7,NA,"avantorinc.com/",27,1,1,0,0,3,165,1,0,1,2,5,"FirmSize.MICRO_FIRM",1,16,81,1300590,16056.6666666667,2011,2,1,2,1.9375,4
"AVOGY","AVOGY","AVOGY",5,"Home - NEXGEN Power Systems",27,NA,"nexgenpowersystems.com/",31,1,0,0,0,3,46,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,78,13,185469,14266.8461538462,2013,1,1,1,5.23076923076923,6
"Copernicus Therapeutics","Copernicus Therapeutics","Copernicus Therapeutics",23,"Copernicus Therapeutics, Inc.  Better Therapies for ...",55,NA,"cgsys.com/",17,1,2,0,0,5,344,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,4,5,20585,4117,2001,1,1.25,2,3.75,3
"DISCOVERYBIOMED INC.","DISCOVERYBIOMED","DISCOVERYBIOMED",15,"Home - Discovery Biomed",23,NA,"discoverybiomed.com/",28,1,0,0,0,5,371,0,0,1,1,5,"FirmSize.MICRO_FIRM",1,3,14,178377,12741.2142857143,2015,2,1,1,3,2.5
"Embro Corporation","Embro","Embro",5,"6 Things You Didnt Know about Embro - bicycling.com",51,1,"",82,2,1,0,0,0,451,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,260,NA,NA,NA,1977,2,1.01153846153846,1,2.82692307692308,3
"Garrity Power Services LLC","Garrity Power Services","Garrity Power Services",22,"Smart grid power converter - Garrity Power Services LLC",55,1,"",77,1,3,0,0,2,545,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,2,NA,NA,NA,2016,2,1,1,2,2
"GLIKNIK INC.","GLIKNIK","GLIKNIK",7,"Home - Gliknik",14,NA,"gliknik.com/",23,1,1,0,0,5,526,0,0,1,1,5,"FirmSize.MICRO_FIRM",1,4,18,95179,5287.72222222222,2014,2,1.75,2,3.5,4
"HNO Greenfuels","HNO Greenfuels","HNO Greenfuels",14,"HNO - Green Fuels",17,NA,"hnogreenfuels.com/",29,1,1,0,0,5,591,0,1,0,1,5,"FirmSize.MICRO_FIRM",1,12,13,39748,3057.53846153846,2013,1,1,1,1,1
"Industrial Solar Heating Systems","Industrial Solar Heating Systems","Industrial Solar Heating Systems",32,"Commercial Solar Water Heating Systems",38,1,"",55,1,3,0,0,0,658,0,1,0,1,5,"FirmSize.MICRO_FIRM",1,1,NA,NA,NA,2016,1,1,1,3,3
"MBC Ventures","MBC Ventures","MBC Ventures",12,"About MBC Ventures - mbc.net - English",38,NA,"mbc.net/en/corporate/ventures/about",46,1,2,0,0,1,787,0,1,0,1,5,"FirmSize.MICRO_FIRM",1,11,64,614682,9604.40625,2001,2,1,1,1.45454545454545,1.5
"NOVA PANGAEA TECHNOLOGIES LIMITED","NOVA PANGAEA TECHNOLOGIES LIMITED","NOVA PANGAEA TECHNOLOGIES LIMITED",33,"Nova Pangaea - Converting Biomass Waste into Fuel and ...",57,NA,"novapangaea.com/",28,1,2,0,0,2,873,0,1,0,1,5,"FirmSize.MICRO_FIRM",1,2,11,26143,2376.63636363636,2014,1,1,1,1,1
"NovaSolix","NovaSolix","NovaSolix",9,"NOVASOLIX",9,NA,"novasolix.com/",25,1,1,0,0,5,927,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,2,1,4698,4698,2015,1,1,1,1,1
"PortaFire","PortaFire","PortaFire",9,"Port-A-Fire Portable Propane Campfire Homepage",46,NA,"port-a-fire.ca/",26,1,0,0,0,5,1025,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,7,6,4998,833,1999,2,1,1,3.42857142857143,5.5
"RenovaCare Sciences Corp.","RenovaCare Sciences Corp","RenovaCare Sciences Corp",24,"Contact | RenovaCare",20,NA,"renovacareinc.com/contact/",34,2,1,0,0,1,1075,0,0,1,1,5,"FirmSize.MICRO_FIRM",1,2,10,32298,3229.8,2016,1,1,1,1,1
"Sima Therapeutics","Sima Therapeutics","Sima Therapeutics",17,"semma-tx.com - Who Are We?",26,NA,"semma-tx.com/",24,1,0,0,0,5,1207,1,0,1,2,5,"FirmSize.MICRO_FIRM",1,108,9,80669,8963.22222222222,2000,11,1.05555555555556,1,3.80555555555556,3.90909090909091
"Stablcor Technology","Stablcor Technology","Stablcor Technology",19,"Welcome to STABLCOR TECHNOLOGY, INC.",36,NA,"stablcor.com/",20,1,2,0,0,5,1247,1,0,0,1,5,"FirmSize.MICRO_FIRM",1,5,9,9163,1018.11111111111,2012,1,1,1,1.8,2
"THE BOARD INSTITUTE","THE BOARD INSTITUTE","THE BOARD INSTITUTE",19,"The Board Institute  Assess Performance, Benchmark Best ...",59,NA,"theboardinstitute.com/",30,1,3,0,0,5,1293,0,0,1,1,5,"FirmSize.MICRO_FIRM",1,43,29,197630,6814.8275862069,2013,1,2.3953488372093,7,3.81395348837209,8
