index,length,sample_text,of_interest,bridge,is_forgeign,keep_text
4842,1074,"Allan leads Sunlight’s efforts in manufacturing multi-functional skins and power systems. He has a background in successful small company leadership combined with more than 25 years technical experience in relevant  technologies. He is a recognized expert and  innovator in  new materials and fabrication processes  for optics, and communication systems. Allan was a co-founder of  Inplane and provided business and technical leadership in his capacities as President, and of Business Development from inception through the company’s acquisition by CyOptics / Avago. During his tenure, Allan was instrumental in establishing Inplane as a leader in photonic integration on a Planar Lightwave Circuit (PLC) platform. The company developed business in both defense and commercial markets and provided Highly Integrated Photonic (HIP) products including Erbium Doped Waveguide amplifiers (EDWAs) and lossless (subsystems-on-a-chip) specifically designed to meet customer needs for small, high performance, light, robust and manufacturable devices for communication networks.",1,,,1
4843,30,2017 Acquired Stuart Packaging,0,,,0
4844,26,◾Decentralized Structure,0,,,0
4845,10,ADDRESSED:,0,,,0
4846,4,Menu,0,,,0
4847,7,Careers,0,,,0
4848,19,© 2015 Middle East,0,,,0
4849,231,"The   									Food and Medical products   									sterilization facility is a dual modality   									facility. There are 2 vertically mounted   									opposing 10 MeV, 15 Kilowatt Electron Beam   					Linear Accelerators.... ",1,,,1
4850,371,"In the X-Ray mode, electrons are accelerated to near the speed of light using microwaves into a dense metals which emits x-Rays that pass through the product breaking the chain of pathogens in the product. The product will pass in front of the beam and then be rotated 1800 to make a pass on its side. X-Ray is primary used with bulky, non uniform, high density products.",1,,,1
4851,4,FAQ?,0,,,0
4852,475,"We typically sterilize medical products in the original shipping containers, saving you time and maintaining package integrity. As the beam is scanned through the product, the electrons interact with materials and create secondary energetic species, such as electrons, ion pairs, and free radicals. These secondary energetic species are responsible for the inactivation of the microorganisms as they disrupt the chain of the microorganism, thus rendering the product sterile.",1,,,1
4853,10,More Info:,0,,,0
4854,14,Solar Projects,0,,,0
4855,11,Remediation,0,,,0
4856,8,Previous,0,,,0
4857,14,Solar Services,0,,,0
4858,19,Our Tech Tip Videos,0,,,0
4859,16,David O’Connor,0,,,0
4860,5,Check,0,,,0
4861,10,Lubricants,0,,,0
4862,9,Favorites,0,,,0
4863,413,"Cranberry Capital lies at the intersection of Management acumen and financial expertise. With over 20 years of managerial and capital raising expertise, the principals bring insight rarely found in early stage investors. Cranberry invests in ideas that have the potential to be globally important and may face the challenges already experienced by their team. is proud to be a Cranberry Capital portfolio company.",1,,,1
4864,19,Phone: 585-647-5760,0,,,0
4865,4,    ,0,,,0
4866,21,Intellectual Property,1,,,1
4867,390,"has a comprehensive intellectual property portfolio of issued and pending patents. Sweetwater's highly efficient technology and process allows the company to produce very high quality sugars and unique, clean, non-sulphonated lignin fiber. Extensive testing with multiple third-party companies has proven that both our sugars and lignin shine as platform feedstocks for many final products.",1,,,1
4868,91,World Class Team Award  presented for outstanding support as a Northrop Grumman Team member,1,,,1
4869,7,Explore,0,,,0
4870,4,2000,0,,,0
4871,12,Header Right,0,,,0
4872,9,Divisions,0,,,0
4873,85,"Validate your investment in training and experience, and boost your credibility today",1,,,1
4874,38,Network Forensics & Security Analytics,1,1,,0
4875,17,Business Security,0,,,0
4876,8,Updates ,0,,,0
4877,17,Endpoint Security,0,,,0
4878,112,"After that, please click here to try reloading the page, or use the      Refresh button on your browser toolbar.",0,,,0
4879,5,Or...,0,,,0
4880,191,"If your browser is on the above list then it may mean that its ""Security"" or     ""Privacy"" settings are set to very high levels - far higher than is needed to browse this      site in safety.",1,,,1
4881,32,Internet Explorer (Windows) 6.0+,0,,,0
4882,13,Netscape 6.0+,0,,,0
4883,15,Vegetable Seeds,0,,,0
4884,26,An advocate for fair labor,0,,,0
4885,15,ANTI-CORRUPTION,0,,,0
4886,30,Bringing bees to kiwi orchards,1,,,1
4887,29,Production and Supply Program,1,1,,0
4888,12,Verification,0,,,0
4889,22,Verification Continuum,1,1,,0
4890,16,Yield Management,1,1,,0
4891,14,Silicon Design,0,,,0
4892,19,Investor Relations ,0,,,0
4893,33,We’re here to make a difference,1,,,1
4894,14,Algae Biofuels,1,1,,0
4895,10,Who We Are,0,,,0
4896,18,First Minimal Cell,1,1,,0
4897,10,Leadership,0,,,0
4898,20,New Zealand Limited ,0,,,0
4899,16,Information for ,0,,,0
4900,9,"Co., Ltd.",0,,,0
4901,16,Stocks and Bonds,0,,,0
4902,32,Corporate Citizenship Activities,1,1,,0
4903,13,View Products,0,,,0
4904,6,Search,0,,,0
4905,18,Gentaur Sp. z o.o.,0,,,0
4906,9,5405 Uden,0,,,0
4907,10,Contact Us,0,,,0
4908,6,PEOPLE,0,,,0
4909,9,Worldwide,0,,,0
4910,14,Our Technology,0,,,0
4911,6,Events,0,,,0
4912,29,Corporate Branding Activities,1,1,,0
4913,23,Tel. (+34) 93 874 84 80,0,,,0
4914,14,The Nederlands,0,,,0
4915,12,Pulp & Paper,0,,,0
4917,19,Technical Documents,0,,,0
4918,5,About,0,,,0
4919,19,Terms & Conditions ,0,,,0
4920,9,Locations,0,,,0
4921,4,1950,0,,,0
4922,7,Ireland,0,,,0
4923,659,"Susan was Nom. Chair, Phoenix Bank, and director of accredited college subsidiary of TesserAct(Nasdaq). She was President of Charter 100, chaired Phoenix Committee on Foreign Relations for 16 years, is a member of Council on Foreign Relations (NYC), Pacific Council on International Policy (Los Angeles), is Co-Chair of Women Corporate Directors Arizona and is a director of Arizona Technology Council Foundation, Charter 100, and serves on Selection Committee for Arizona Tech Angels. She was President of Arizona Business Leadership Association, a member of SBA’s eight-member National Small Business Development Center Advisory and numerous other boards.",1,,,1
4924,16,Contact Us Today,0,,,0
4925,10,Validation,0,,,0
4926,383,"Created in collaboration with leading market experts in evaluation, survey research and governance, our scientific, accredited and comprehensive solutions will provide you with a clearer understanding of how your is performing, will enhance your entire evaluation process, deliver targeted education, and ultimately lead to improved corporate governance and better financial results.",1,,,1
4927,91,"Visindi is an ancient Norwegian word, which stands for consciousness, wisdom and knowledge.",1,,,1
4928,15,Pouch Packaging,0,,,0
4929,6,Photos,0,,,0
4930,14,(800) 322-8436,0,,,0
4931,6,Videos,0,,,0
4932,2,®,0,,,0
4933,145,"With our advanced materials and processes, we help our customers reduce costs in the production of aircraft parts and raise air safety standards.",1,,,1
4934,90,"Die Feuer verlöschen nie. Bd. 1: August Thyssen-Hütte 1890-1926. Wien, Düsseldorf 1966.",0,,1,0
4935,281,The aim is to ensure that our stock is given a fair valuation on the capital market. To this end we conduct an open dialogue with all market participants worldwide. We make available valuation-relevant information and report on our company’s upside potential on an ongoing basis.,1,,,1
4936,33,Business Area Elevator Technology,1,1,,0
4937,281,The aim is to ensure that our stock is given a fair valuation on the capital market. To this end we conduct an open dialogue with all market participants worldwide. We make available valuation-relevant information and report on our company’s upside potential on an ongoing basis.,1,,,1
4938,14,Email Address:,0,,,0
4939,12,Save Changes,0,,,0
4940,2, (,0,,,0
4941,3,TCM,0,,,0
4942,3,UP!,0,,,0
4943,23,Optoacoustic Tomography,1,1,,0
4944,13,Collaborators,0,,,0
4945,7,Library,0,,,0
4946,10,R&D-Done-4,0,,,0
4947,24,Laser Ultrasound Imaging,1,1,,0
4948,15,Head of Finance,0,,,0
4949,23,Overview of our parks? ,0,,,0
4950,7,Contact,0,,,0
4951,7,Contact,0,,,0
4952,4,Team,0,,,0
4953,7,English,0,,,0
4954,12,Case Studies,0,,,0
4955,21,Find a Training Class,0,,,0
4956,5,Japan,0,,,0
4957,21,Water-Cooled Chillers,0,,,0
4958,4,News,0,,,0
4959,1,*,0,,,0
4960,16,Research Library,0,,,0
4961,240,"Dispatches from Technologies President, and technology co-founder, Michl Binderbauer, and a behind the scenes look into our research. Learn more about our latest achievement in merging and colliding field-reverse configurations (FRCs) here.",1,,,1
4962,43,"Chief Executive Officer, Technologies, Inc.",0,,,0
4963,11,or stay on ,0,,,0
4964,20,Guarantee conditions,0,,,0
4965,13,Light Engines,0,,,0
4966,14,China / 中国,0,,,0
4967,5,xitec,0,,,0
4968,9,Knowledge,0,,,0
4969,27,GRUNDO-AIR® Air Compressor,0,,,0
4970,5,Links,0,,,0
4971,5,Over ,0,,,0
4972,701,"Mallakis said, “The horizontal boring tools did their job and were very accurate and reliable in these tough conditions.  The Underground Construction crews did a great job of using their experience, skills and ingenuity to use multiple tools at the same time from the same launch pits to install more than one service at a time.  Doubling their production. Very clever on their part!  However, Underground Constructions’ Area Manager Jim Dillon reached out to me asking to bring in a compact directional drill to try and improve productions for the longer service installations, especially in these tough, narrow working conditions.  We worked out a schedule to get our 4out and give it a try.”",1,,,1
4973,14,Annual Reports,0,,,0
4974,8,Supplier,0,,,0
4975,26,Senior Manager of Research,1,1,,0
4976,13,Photo Gallery,0,,,0
4977,7, ......,0,,,0
4978,7,Sitemap,0,,,0
4979,32,Information Security Initiatives,1,1,,0
4980,8,Products,0,,,0
4981,40,Flexible Printed Circuit Board Materials,1,1,,0
4982,3,CSR,0,,,0
4983,27,About our brands: Cellartis,1,1,,0
4984,480,"How did the humble jellyfish Aequorea victoria launch a life science research revolution? It all started when researchers including Osamu Shimomura, Martin Chalfie, and Roger Tsien developed methods to utilize green fluorescent protein as a glowing biological reporter in living cells. First commercialized by Clontech Laboratories (now USA, Inc.), has illuminated countless scientific explorations and shed light on many previously dark secrets of biology. That’s Good Science!",1,,,1
4985,15, View Cart (0),0,,,0
4986,309,"© 2018 All Rights Reserved. All trademarks are the property of or its affiliate(s) in the and/or other countries or their respective owners. Certain trademarks may not be registered in all jurisdictions. Additional product, intellectual property, and restricted use information is available at takarabio.com.",0,,,0
